100000 3
98.000000 1474987372946.000000 144252946.000000 
99.000000 1474987372947.000000 144252947.000000 
100.000000 1474987372948.000000 144252948.000000 
101.000000 1474987372949.000000 144252949.000000 
102.000000 1474987372950.000000 144252950.000000 
103.000000 1474987372951.000000 144252951.000000 
104.000000 1474987372952.000000 144252952.000000 
105.000000 1474987372953.000000 144252953.000000 
106.000000 1474987372954.000000 144252954.000000 
107.000000 1474987372955.000000 144252955.000000 
108.000000 1474987372956.000000 144252956.000000 
109.000000 1474987372957.000000 144252957.000000 
110.000000 1474987372958.000000 144252958.000000 
111.000000 1474987372959.000000 144252959.000000 
112.000000 1474987372960.000000 144252960.000000 
113.000000 1474987372961.000000 144252961.000000 
114.000000 1474987372962.000000 144252962.000000 
115.000000 1474987372963.000000 144252963.000000 
116.000000 1474987372964.000000 144252964.000000 
117.000000 1474987372965.000000 144252965.000000 
118.000000 1474987372966.000000 144252966.000000 
119.000000 1474987372967.000000 144252967.000000 
120.000000 1474987372968.000000 144252968.000000 
121.000000 1474987372969.000000 144252969.000000 
122.000000 1474987372970.000000 144252970.000000 
123.000000 1474987372971.000000 144252971.000000 
124.000000 1474987372972.000000 144252972.000000 
125.000000 1474987372973.000000 144252973.000000 
126.000000 1474987372974.000000 144252974.000000 
127.000000 1474987372975.000000 144252975.000000 
128.000000 1474987372976.000000 144252976.000000 
129.000000 1474987372977.000000 144252977.000000 
130.000000 1474987372978.000000 144252978.000000 
131.000000 1474987372979.000000 144252979.000000 
132.000000 1474987372980.000000 144252980.000000 
133.000000 1474987372981.000000 144252981.000000 
134.000000 1474987372982.000000 144252982.000000 
135.000000 1474987372983.000000 144252983.000000 
136.000000 1474987372984.000000 144252984.000000 
137.000000 1474987372985.000000 144252985.000000 
138.000000 1474987372986.000000 144252986.000000 
139.000000 1474987372987.000000 144252987.000000 
140.000000 1474987372988.000000 144252988.000000 
141.000000 1474987372989.000000 144252989.000000 
142.000000 1474987372990.000000 144252990.000000 
143.000000 1474987372991.000000 144252991.000000 
144.000000 1474987372992.000000 144252992.000000 
145.000000 1474987372993.000000 144252993.000000 
146.000000 1474987372994.000000 144252994.000000 
147.000000 1474987372995.000000 144252995.000000 
148.000000 1474987372996.000000 144252996.000000 
149.000000 1474987372997.000000 144252997.000000 
150.000000 1474987372998.000000 144252998.000000 
151.000000 1474987372999.000000 144252999.000000 
152.000000 1474987373000.000000 144253000.000000 
153.000000 1474987373001.000000 144253001.000000 
154.000000 1474987373002.000000 144253002.000000 
155.000000 1474987373003.000000 144253003.000000 
156.000000 1474987373004.000000 144253004.000000 
157.000000 1474987373005.000000 144253005.000000 
158.000000 1474987373006.000000 144253006.000000 
159.000000 1474987373007.000000 144253007.000000 
160.000000 1474987373008.000000 144253008.000000 
161.000000 1474987373009.000000 144253009.000000 
162.000000 1474987373010.000000 144253010.000000 
163.000000 1474987373011.000000 144253011.000000 
164.000000 1474987373012.000000 144253012.000000 
165.000000 1474987373013.000000 144253013.000000 
166.000000 1474987373014.000000 144253014.000000 
167.000000 1474987373015.000000 144253015.000000 
168.000000 1474987373016.000000 144253016.000000 
169.000000 1474987373017.000000 144253017.000000 
170.000000 1474987373018.000000 144253018.000000 
171.000000 1474987373019.000000 144253019.000000 
172.000000 1474987373020.000000 144253020.000000 
173.000000 1474987373021.000000 144253021.000000 
174.000000 1474987373022.000000 144253022.000000 
175.000000 1474987373023.000000 144253023.000000 
176.000000 1474987373024.000000 144253024.000000 
177.000000 1474987373025.000000 144253025.000000 
178.000000 1474987373026.000000 144253026.000000 
179.000000 1474987373027.000000 144253027.000000 
180.000000 1474987373028.000000 144253028.000000 
181.000000 1474987373029.000000 144253029.000000 
182.000000 1474987373030.000000 144253030.000000 
183.000000 1474987373031.000000 144253031.000000 
184.000000 1474987373032.000000 144253032.000000 
185.000000 1474987373033.000000 144253033.000000 
186.000000 1474987373034.000000 144253034.000000 
187.000000 1474987373035.000000 144253035.000000 
188.000000 1474987373036.000000 144253036.000000 
189.000000 1474987373037.000000 144253037.000000 
190.000000 1474987373038.000000 144253038.000000 
191.000000 1474987373039.000000 144253039.000000 
192.000000 1474987373040.000000 144253040.000000 
193.000000 1474987373041.000000 144253041.000000 
194.000000 1474987373042.000000 144253042.000000 
195.000000 1474987373043.000000 144253043.000000 
196.000000 1474987373044.000000 144253044.000000 
197.000000 1474987373045.000000 144253045.000000 
198.000000 1474987373046.000000 144253046.000000 
199.000000 1474987373047.000000 144253047.000000 
200.000000 1474987373048.000000 144253048.000000 
201.000000 1474987373049.000000 144253049.000000 
202.000000 1474987373050.000000 144253050.000000 
203.000000 1474987373051.000000 144253051.000000 
204.000000 1474987373052.000000 144253052.000000 
205.000000 1474987373053.000000 144253053.000000 
206.000000 1474987373054.000000 144253054.000000 
207.000000 1474987373055.000000 144253055.000000 
208.000000 1474987373056.000000 144253056.000000 
209.000000 1474987373057.000000 144253057.000000 
210.000000 1474987373058.000000 144253058.000000 
211.000000 1474987373059.000000 144253059.000000 
212.000000 1474987373060.000000 144253060.000000 
213.000000 1474987373061.000000 144253061.000000 
214.000000 1474987373062.000000 144253062.000000 
215.000000 1474987373063.000000 144253063.000000 
216.000000 1474987373064.000000 144253064.000000 
217.000000 1474987373065.000000 144253065.000000 
218.000000 1474987373066.000000 144253066.000000 
219.000000 1474987373067.000000 144253067.000000 
220.000000 1474987373068.000000 144253068.000000 
221.000000 1474987373069.000000 144253069.000000 
222.000000 1474987373070.000000 144253070.000000 
223.000000 1474987373071.000000 144253071.000000 
224.000000 1474987373072.000000 144253072.000000 
225.000000 1474987373073.000000 144253073.000000 
226.000000 1474987373074.000000 144253074.000000 
227.000000 1474987373075.000000 144253075.000000 
228.000000 1474987373076.000000 144253076.000000 
229.000000 1474987373077.000000 144253077.000000 
230.000000 1474987373078.000000 144253078.000000 
231.000000 1474987373079.000000 144253079.000000 
232.000000 1474987373080.000000 144253080.000000 
233.000000 1474987373081.000000 144253081.000000 
234.000000 1474987373082.000000 144253082.000000 
235.000000 1474987373083.000000 144253083.000000 
236.000000 1474987373084.000000 144253084.000000 
237.000000 1474987373085.000000 144253085.000000 
238.000000 1474987373086.000000 144253086.000000 
239.000000 1474987373087.000000 144253087.000000 
240.000000 1474987373088.000000 144253088.000000 
241.000000 1474987373089.000000 144253089.000000 
242.000000 1474987373090.000000 144253090.000000 
243.000000 1474987373091.000000 144253091.000000 
244.000000 1474987373092.000000 144253092.000000 
245.000000 1474987373093.000000 144253093.000000 
246.000000 1474987373094.000000 144253094.000000 
247.000000 1474987373095.000000 144253095.000000 
248.000000 1474987373096.000000 144253096.000000 
249.000000 1474987373097.000000 144253097.000000 
250.000000 1474987373098.000000 144253098.000000 
251.000000 1474987373099.000000 144253099.000000 
252.000000 1474987373100.000000 144253100.000000 
253.000000 1474987373101.000000 144253101.000000 
254.000000 1474987373102.000000 144253102.000000 
255.000000 1474987373103.000000 144253103.000000 
256.000000 1474987373104.000000 144253104.000000 
257.000000 1474987373105.000000 144253105.000000 
258.000000 1474987373106.000000 144253106.000000 
259.000000 1474987373107.000000 144253107.000000 
260.000000 1474987373108.000000 144253108.000000 
261.000000 1474987373109.000000 144253109.000000 
262.000000 1474987373110.000000 144253110.000000 
263.000000 1474987373111.000000 144253111.000000 
264.000000 1474987373112.000000 144253112.000000 
265.000000 1474987373113.000000 144253113.000000 
266.000000 1474987373114.000000 144253114.000000 
267.000000 1474987373115.000000 144253115.000000 
268.000000 1474987373116.000000 144253116.000000 
269.000000 1474987373117.000000 144253117.000000 
270.000000 1474987373118.000000 144253118.000000 
271.000000 1474987373119.000000 144253119.000000 
272.000000 1474987373120.000000 144253120.000000 
273.000000 1474987373121.000000 144253121.000000 
274.000000 1474987373122.000000 144253122.000000 
275.000000 1474987373123.000000 144253123.000000 
276.000000 1474987373124.000000 144253124.000000 
277.000000 1474987373125.000000 144253125.000000 
278.000000 1474987373126.000000 144253126.000000 
279.000000 1474987373127.000000 144253127.000000 
280.000000 1474987373128.000000 144253128.000000 
281.000000 1474987373129.000000 144253129.000000 
282.000000 1474987373130.000000 144253130.000000 
283.000000 1474987373131.000000 144253131.000000 
284.000000 1474987373132.000000 144253132.000000 
285.000000 1474987373133.000000 144253133.000000 
286.000000 1474987373134.000000 144253134.000000 
287.000000 1474987373135.000000 144253135.000000 
288.000000 1474987373136.000000 144253136.000000 
289.000000 1474987373137.000000 144253137.000000 
290.000000 1474987373138.000000 144253138.000000 
291.000000 1474987373139.000000 144253139.000000 
292.000000 1474987373140.000000 144253140.000000 
293.000000 1474987373141.000000 144253141.000000 
294.000000 1474987373142.000000 144253142.000000 
295.000000 1474987373143.000000 144253143.000000 
296.000000 1474987373144.000000 144253144.000000 
297.000000 1474987373145.000000 144253145.000000 
298.000000 1474987373146.000000 144253146.000000 
299.000000 1474987373147.000000 144253147.000000 
300.000000 1474987373148.000000 144253148.000000 
301.000000 1474987373149.000000 144253149.000000 
302.000000 1474987373150.000000 144253150.000000 
303.000000 1474987373151.000000 144253151.000000 
304.000000 1474987373152.000000 144253152.000000 
305.000000 1474987373153.000000 144253153.000000 
306.000000 1474987373154.000000 144253154.000000 
307.000000 1474987373155.000000 144253155.000000 
308.000000 1474987373156.000000 144253156.000000 
309.000000 1474987373157.000000 144253157.000000 
310.000000 1474987373158.000000 144253158.000000 
311.000000 1474987373159.000000 144253159.000000 
312.000000 1474987373160.000000 144253160.000000 
313.000000 1474987373161.000000 144253161.000000 
314.000000 1474987373162.000000 144253162.000000 
315.000000 1474987373163.000000 144253163.000000 
316.000000 1474987373164.000000 144253164.000000 
317.000000 1474987373165.000000 144253165.000000 
318.000000 1474987373166.000000 144253166.000000 
319.000000 1474987373167.000000 144253167.000000 
320.000000 1474987373168.000000 144253168.000000 
321.000000 1474987373169.000000 144253169.000000 
322.000000 1474987373170.000000 144253170.000000 
323.000000 1474987373171.000000 144253171.000000 
324.000000 1474987373172.000000 144253172.000000 
325.000000 1474987373173.000000 144253173.000000 
326.000000 1474987373174.000000 144253174.000000 
327.000000 1474987373175.000000 144253175.000000 
328.000000 1474987373176.000000 144253176.000000 
329.000000 1474987373177.000000 144253177.000000 
330.000000 1474987373178.000000 144253178.000000 
331.000000 1474987373179.000000 144253179.000000 
332.000000 1474987373180.000000 144253180.000000 
333.000000 1474987373181.000000 144253181.000000 
334.000000 1474987373182.000000 144253182.000000 
335.000000 1474987373183.000000 144253183.000000 
336.000000 1474987373184.000000 144253184.000000 
337.000000 1474987373185.000000 144253185.000000 
338.000000 1474987373186.000000 144253186.000000 
339.000000 1474987373187.000000 144253187.000000 
340.000000 1474987373188.000000 144253188.000000 
341.000000 1474987373189.000000 144253189.000000 
342.000000 1474987373190.000000 144253190.000000 
343.000000 1474987373191.000000 144253191.000000 
344.000000 1474987373192.000000 144253192.000000 
345.000000 1474987373193.000000 144253193.000000 
346.000000 1474987373194.000000 144253194.000000 
347.000000 1474987373195.000000 144253195.000000 
348.000000 1474987373196.000000 144253196.000000 
349.000000 1474987373197.000000 144253197.000000 
350.000000 1474987373198.000000 144253198.000000 
351.000000 1474987373199.000000 144253199.000000 
352.000000 1474987373200.000000 144253200.000000 
353.000000 1474987373201.000000 144253201.000000 
354.000000 1474987373202.000000 144253202.000000 
355.000000 1474987373203.000000 144253203.000000 
356.000000 1474987373204.000000 144253204.000000 
357.000000 1474987373205.000000 144253205.000000 
358.000000 1474987373206.000000 144253206.000000 
359.000000 1474987373207.000000 144253207.000000 
360.000000 1474987373208.000000 144253208.000000 
361.000000 1474987373209.000000 144253209.000000 
362.000000 1474987373210.000000 144253210.000000 
363.000000 1474987373211.000000 144253211.000000 
364.000000 1474987373212.000000 144253212.000000 
365.000000 1474987373213.000000 144253213.000000 
366.000000 1474987373214.000000 144253214.000000 
367.000000 1474987373215.000000 144253215.000000 
368.000000 1474987373216.000000 144253216.000000 
369.000000 1474987373217.000000 144253217.000000 
370.000000 1474987373218.000000 144253218.000000 
371.000000 1474987373219.000000 144253219.000000 
372.000000 1474987373220.000000 144253220.000000 
373.000000 1474987373221.000000 144253221.000000 
374.000000 1474987373222.000000 144253222.000000 
375.000000 1474987373223.000000 144253223.000000 
376.000000 1474987373224.000000 144253224.000000 
377.000000 1474987373225.000000 144253225.000000 
378.000000 1474987373226.000000 144253226.000000 
379.000000 1474987373227.000000 144253227.000000 
380.000000 1474987373228.000000 144253228.000000 
381.000000 1474987373229.000000 144253229.000000 
382.000000 1474987373230.000000 144253230.000000 
383.000000 1474987373231.000000 144253231.000000 
384.000000 1474987373232.000000 144253232.000000 
385.000000 1474987373233.000000 144253233.000000 
386.000000 1474987373234.000000 144253234.000000 
387.000000 1474987373235.000000 144253235.000000 
388.000000 1474987373236.000000 144253236.000000 
389.000000 1474987373237.000000 144253237.000000 
390.000000 1474987373238.000000 144253238.000000 
391.000000 1474987373239.000000 144253239.000000 
392.000000 1474987373240.000000 144253240.000000 
393.000000 1474987373241.000000 144253241.000000 
394.000000 1474987373242.000000 144253242.000000 
395.000000 1474987373243.000000 144253243.000000 
396.000000 1474987373244.000000 144253244.000000 
397.000000 1474987373245.000000 144253245.000000 
398.000000 1474987373246.000000 144253246.000000 
399.000000 1474987373247.000000 144253247.000000 
400.000000 1474987373248.000000 144253248.000000 
401.000000 1474987373249.000000 144253249.000000 
402.000000 1474987373250.000000 144253250.000000 
403.000000 1474987373251.000000 144253251.000000 
404.000000 1474987373252.000000 144253252.000000 
405.000000 1474987373253.000000 144253253.000000 
406.000000 1474987373254.000000 144253254.000000 
407.000000 1474987373255.000000 144253255.000000 
408.000000 1474987373256.000000 144253256.000000 
409.000000 1474987373257.000000 144253257.000000 
410.000000 1474987373258.000000 144253258.000000 
411.000000 1474987373259.000000 144253259.000000 
412.000000 1474987373260.000000 144253260.000000 
413.000000 1474987373261.000000 144253261.000000 
414.000000 1474987373262.000000 144253262.000000 
415.000000 1474987373263.000000 144253263.000000 
416.000000 1474987373264.000000 144253264.000000 
417.000000 1474987373265.000000 144253265.000000 
418.000000 1474987373266.000000 144253266.000000 
419.000000 1474987373267.000000 144253267.000000 
420.000000 1474987373268.000000 144253268.000000 
421.000000 1474987373269.000000 144253269.000000 
422.000000 1474987373270.000000 144253270.000000 
423.000000 1474987373271.000000 144253271.000000 
424.000000 1474987373272.000000 144253272.000000 
425.000000 1474987373273.000000 144253273.000000 
426.000000 1474987373274.000000 144253274.000000 
427.000000 1474987373275.000000 144253275.000000 
428.000000 1474987373276.000000 144253276.000000 
429.000000 1474987373277.000000 144253277.000000 
430.000000 1474987373278.000000 144253278.000000 
431.000000 1474987373279.000000 144253279.000000 
432.000000 1474987373280.000000 144253280.000000 
433.000000 1474987373281.000000 144253281.000000 
434.000000 1474987373282.000000 144253282.000000 
435.000000 1474987373283.000000 144253283.000000 
436.000000 1474987373284.000000 144253284.000000 
437.000000 1474987373285.000000 144253285.000000 
438.000000 1474987373286.000000 144253286.000000 
439.000000 1474987373287.000000 144253287.000000 
440.000000 1474987373288.000000 144253288.000000 
441.000000 1474987373289.000000 144253289.000000 
442.000000 1474987373290.000000 144253290.000000 
443.000000 1474987373291.000000 144253291.000000 
444.000000 1474987373292.000000 144253292.000000 
445.000000 1474987373293.000000 144253293.000000 
446.000000 1474987373294.000000 144253294.000000 
447.000000 1474987373295.000000 144253295.000000 
448.000000 1474987373296.000000 144253296.000000 
449.000000 1474987373297.000000 144253297.000000 
450.000000 1474987373298.000000 144253298.000000 
451.000000 1474987373299.000000 144253299.000000 
452.000000 1474987373300.000000 144253300.000000 
453.000000 1474987373301.000000 144253301.000000 
454.000000 1474987373302.000000 144253302.000000 
455.000000 1474987373303.000000 144253303.000000 
456.000000 1474987373304.000000 144253304.000000 
457.000000 1474987373305.000000 144253305.000000 
458.000000 1474987373306.000000 144253306.000000 
459.000000 1474987373307.000000 144253307.000000 
460.000000 1474987373308.000000 144253308.000000 
461.000000 1474987373309.000000 144253309.000000 
462.000000 1474987373310.000000 144253310.000000 
463.000000 1474987373311.000000 144253311.000000 
464.000000 1474987373312.000000 144253312.000000 
465.000000 1474987373313.000000 144253313.000000 
466.000000 1474987373314.000000 144253314.000000 
467.000000 1474987373315.000000 144253315.000000 
468.000000 1474987373316.000000 144253316.000000 
469.000000 1474987373317.000000 144253317.000000 
470.000000 1474987373318.000000 144253318.000000 
471.000000 1474987373319.000000 144253319.000000 
472.000000 1474987373320.000000 144253320.000000 
473.000000 1474987373321.000000 144253321.000000 
474.000000 1474987373322.000000 144253322.000000 
475.000000 1474987373323.000000 144253323.000000 
476.000000 1474987373324.000000 144253324.000000 
477.000000 1474987373325.000000 144253325.000000 
478.000000 1474987373326.000000 144253326.000000 
479.000000 1474987373327.000000 144253327.000000 
480.000000 1474987373328.000000 144253328.000000 
481.000000 1474987373329.000000 144253329.000000 
482.000000 1474987373330.000000 144253330.000000 
483.000000 1474987373331.000000 144253331.000000 
484.000000 1474987373332.000000 144253332.000000 
485.000000 1474987373333.000000 144253333.000000 
486.000000 1474987373334.000000 144253334.000000 
487.000000 1474987373335.000000 144253335.000000 
488.000000 1474987373336.000000 144253336.000000 
489.000000 1474987373337.000000 144253337.000000 
490.000000 1474987373338.000000 144253338.000000 
491.000000 1474987373339.000000 144253339.000000 
492.000000 1474987373340.000000 144253340.000000 
493.000000 1474987373341.000000 144253341.000000 
494.000000 1474987373342.000000 144253342.000000 
495.000000 1474987373343.000000 144253343.000000 
496.000000 1474987373344.000000 144253344.000000 
497.000000 1474987373345.000000 144253345.000000 
498.000000 1474987373346.000000 144253346.000000 
499.000000 1474987373347.000000 144253347.000000 
500.000000 1474987373348.000000 144253348.000000 
501.000000 1474987373349.000000 144253349.000000 
502.000000 1474987373350.000000 144253350.000000 
503.000000 1474987373351.000000 144253351.000000 
504.000000 1474987373352.000000 144253352.000000 
505.000000 1474987373353.000000 144253353.000000 
506.000000 1474987373354.000000 144253354.000000 
507.000000 1474987373355.000000 144253355.000000 
508.000000 1474987373356.000000 144253356.000000 
509.000000 1474987373357.000000 144253357.000000 
510.000000 1474987373358.000000 144253358.000000 
511.000000 1474987373359.000000 144253359.000000 
512.000000 1474987373360.000000 144253360.000000 
513.000000 1474987373361.000000 144253361.000000 
514.000000 1474987373362.000000 144253362.000000 
515.000000 1474987373363.000000 144253363.000000 
516.000000 1474987373364.000000 144253364.000000 
517.000000 1474987373365.000000 144253365.000000 
518.000000 1474987373366.000000 144253366.000000 
519.000000 1474987373367.000000 144253367.000000 
520.000000 1474987373368.000000 144253368.000000 
521.000000 1474987373369.000000 144253369.000000 
522.000000 1474987373370.000000 144253370.000000 
523.000000 1474987373371.000000 144253371.000000 
524.000000 1474987373372.000000 144253372.000000 
525.000000 1474987373373.000000 144253373.000000 
526.000000 1474987373374.000000 144253374.000000 
527.000000 1474987373375.000000 144253375.000000 
528.000000 1474987373376.000000 144253376.000000 
529.000000 1474987373377.000000 144253377.000000 
530.000000 1474987373378.000000 144253378.000000 
531.000000 1474987373379.000000 144253379.000000 
532.000000 1474987373380.000000 144253380.000000 
533.000000 1474987373381.000000 144253381.000000 
534.000000 1474987373382.000000 144253382.000000 
535.000000 1474987373383.000000 144253383.000000 
536.000000 1474987373384.000000 144253384.000000 
537.000000 1474987373385.000000 144253385.000000 
538.000000 1474987373386.000000 144253386.000000 
539.000000 1474987373387.000000 144253387.000000 
540.000000 1474987373388.000000 144253388.000000 
541.000000 1474987373389.000000 144253389.000000 
542.000000 1474987373390.000000 144253390.000000 
543.000000 1474987373391.000000 144253391.000000 
544.000000 1474987373392.000000 144253392.000000 
545.000000 1474987373393.000000 144253393.000000 
546.000000 1474987373394.000000 144253394.000000 
547.000000 1474987373395.000000 144253395.000000 
548.000000 1474987373396.000000 144253396.000000 
549.000000 1474987373397.000000 144253397.000000 
550.000000 1474987373398.000000 144253398.000000 
551.000000 1474987373399.000000 144253399.000000 
552.000000 1474987373400.000000 144253400.000000 
553.000000 1474987373401.000000 144253401.000000 
554.000000 1474987373402.000000 144253402.000000 
555.000000 1474987373403.000000 144253403.000000 
556.000000 1474987373404.000000 144253404.000000 
557.000000 1474987373405.000000 144253405.000000 
558.000000 1474987373406.000000 144253406.000000 
559.000000 1474987373407.000000 144253407.000000 
560.000000 1474987373408.000000 144253408.000000 
561.000000 1474987373409.000000 144253409.000000 
562.000000 1474987373410.000000 144253410.000000 
563.000000 1474987373411.000000 144253411.000000 
564.000000 1474987373412.000000 144253412.000000 
565.000000 1474987373413.000000 144253413.000000 
566.000000 1474987373414.000000 144253414.000000 
567.000000 1474987373415.000000 144253415.000000 
568.000000 1474987373416.000000 144253416.000000 
569.000000 1474987373417.000000 144253417.000000 
570.000000 1474987373418.000000 144253418.000000 
571.000000 1474987373419.000000 144253419.000000 
572.000000 1474987373420.000000 144253420.000000 
573.000000 1474987373421.000000 144253421.000000 
574.000000 1474987373422.000000 144253422.000000 
575.000000 1474987373423.000000 144253423.000000 
576.000000 1474987373424.000000 144253424.000000 
577.000000 1474987373425.000000 144253425.000000 
578.000000 1474987373426.000000 144253426.000000 
579.000000 1474987373427.000000 144253427.000000 
580.000000 1474987373428.000000 144253428.000000 
581.000000 1474987373429.000000 144253429.000000 
582.000000 1474987373430.000000 144253430.000000 
583.000000 1474987373431.000000 144253431.000000 
584.000000 1474987373432.000000 144253432.000000 
585.000000 1474987373433.000000 144253433.000000 
586.000000 1474987373434.000000 144253434.000000 
587.000000 1474987373435.000000 144253435.000000 
588.000000 1474987373436.000000 144253436.000000 
589.000000 1474987373437.000000 144253437.000000 
590.000000 1474987373438.000000 144253438.000000 
591.000000 1474987373439.000000 144253439.000000 
592.000000 1474987373440.000000 144253440.000000 
593.000000 1474987373441.000000 144253441.000000 
594.000000 1474987373442.000000 144253442.000000 
595.000000 1474987373443.000000 144253443.000000 
596.000000 1474987373444.000000 144253444.000000 
597.000000 1474987373445.000000 144253445.000000 
598.000000 1474987373446.000000 144253446.000000 
599.000000 1474987373447.000000 144253447.000000 
600.000000 1474987373448.000000 144253448.000000 
601.000000 1474987373449.000000 144253449.000000 
602.000000 1474987373450.000000 144253450.000000 
603.000000 1474987373451.000000 144253451.000000 
604.000000 1474987373452.000000 144253452.000000 
605.000000 1474987373453.000000 144253453.000000 
606.000000 1474987373454.000000 144253454.000000 
607.000000 1474987373455.000000 144253455.000000 
608.000000 1474987373456.000000 144253456.000000 
609.000000 1474987373457.000000 144253457.000000 
610.000000 1474987373458.000000 144253458.000000 
611.000000 1474987373459.000000 144253459.000000 
612.000000 1474987373460.000000 144253460.000000 
613.000000 1474987373461.000000 144253461.000000 
614.000000 1474987373462.000000 144253462.000000 
615.000000 1474987373463.000000 144253463.000000 
616.000000 1474987373464.000000 144253464.000000 
617.000000 1474987373465.000000 144253465.000000 
618.000000 1474987373466.000000 144253466.000000 
619.000000 1474987373467.000000 144253467.000000 
620.000000 1474987373468.000000 144253468.000000 
621.000000 1474987373469.000000 144253469.000000 
622.000000 1474987373470.000000 144253470.000000 
623.000000 1474987373471.000000 144253471.000000 
624.000000 1474987373472.000000 144253472.000000 
625.000000 1474987373473.000000 144253473.000000 
626.000000 1474987373474.000000 144253474.000000 
627.000000 1474987373475.000000 144253475.000000 
628.000000 1474987373476.000000 144253476.000000 
629.000000 1474987373477.000000 144253477.000000 
630.000000 1474987373478.000000 144253478.000000 
631.000000 1474987373479.000000 144253479.000000 
632.000000 1474987373480.000000 144253480.000000 
633.000000 1474987373481.000000 144253481.000000 
634.000000 1474987373482.000000 144253482.000000 
635.000000 1474987373483.000000 144253483.000000 
