100000 3
48.000000 1478511895293.000000 94455293.000000 
49.000000 1478511895297.000000 94455297.000000 
50.000000 1478511895301.000000 94455301.000000 
51.000000 1478511895305.000000 94455305.000000 
52.000000 1478511895309.000000 94455309.000000 
53.000000 1478511895314.000000 94455314.000000 
54.000000 1478511895318.000000 94455318.000000 
55.000000 1478511895322.000000 94455322.000000 
56.000000 1478511895326.000000 94455326.000000 
57.000000 1478511895330.000000 94455330.000000 
58.000000 1478511895334.000000 94455334.000000 
59.000000 1478511895339.000000 94455339.000000 
60.000000 1478511895343.000000 94455343.000000 
61.000000 1478511895347.000000 94455347.000000 
62.000000 1478511895351.000000 94455351.000000 
63.000000 1478511895355.000000 94455355.000000 
64.000000 1478511895359.000000 94455359.000000 
65.000000 1478511895363.000000 94455363.000000 
66.000000 1478511895367.000000 94455367.000000 
67.000000 1478511895371.000000 94455371.000000 
68.000000 1478511895375.000000 94455375.000000 
69.000000 1478511895380.000000 94455380.000000 
70.000000 1478511895384.000000 94455384.000000 
71.000000 1478511895388.000000 94455388.000000 
72.000000 1478511895392.000000 94455392.000000 
73.000000 1478511895396.000000 94455396.000000 
74.000000 1478511895400.000000 94455400.000000 
75.000000 1478511895405.000000 94455405.000000 
76.000000 1478511895409.000000 94455409.000000 
77.000000 1478511895413.000000 94455413.000000 
78.000000 1478511895417.000000 94455417.000000 
79.000000 1478511895421.000000 94455421.000000 
80.000000 1478511895425.000000 94455425.000000 
81.000000 1478511895431.000000 94455431.000000 
82.000000 1478511895435.000000 94455435.000000 
83.000000 1478511895439.000000 94455439.000000 
84.000000 1478511895443.000000 94455443.000000 
85.000000 1478511895448.000000 94455448.000000 
86.000000 1478511895452.000000 94455452.000000 
87.000000 1478511895456.000000 94455456.000000 
88.000000 1478511895460.000000 94455460.000000 
89.000000 1478511895464.000000 94455464.000000 
90.000000 1478511895468.000000 94455468.000000 
91.000000 1478511895473.000000 94455473.000000 
92.000000 1478511895477.000000 94455477.000000 
93.000000 1478511895481.000000 94455481.000000 
94.000000 1478511895485.000000 94455485.000000 
95.000000 1478511895489.000000 94455489.000000 
96.000000 1478511895493.000000 94455493.000000 
97.000000 1478511895497.000000 94455497.000000 
98.000000 1478511895501.000000 94455501.000000 
99.000000 1478511895505.000000 94455505.000000 
100.000000 1478511895509.000000 94455509.000000 
101.000000 1478511895514.000000 94455514.000000 
102.000000 1478511895518.000000 94455518.000000 
103.000000 1478511895522.000000 94455522.000000 
104.000000 1478511895526.000000 94455526.000000 
105.000000 1478511895530.000000 94455530.000000 
106.000000 1478511895534.000000 94455534.000000 
107.000000 1478511895539.000000 94455539.000000 
108.000000 1478511895543.000000 94455543.000000 
109.000000 1478511895547.000000 94455547.000000 
110.000000 1478511895551.000000 94455551.000000 
111.000000 1478511895555.000000 94455555.000000 
112.000000 1478511895559.000000 94455559.000000 
113.000000 1478511895563.000000 94455563.000000 
114.000000 1478511895567.000000 94455567.000000 
115.000000 1478511895571.000000 94455571.000000 
116.000000 1478511895575.000000 94455575.000000 
117.000000 1478511895580.000000 94455580.000000 
118.000000 1478511895584.000000 94455584.000000 
119.000000 1478511895588.000000 94455588.000000 
120.000000 1478511895592.000000 94455592.000000 
121.000000 1478511895596.000000 94455596.000000 
122.000000 1478511895600.000000 94455600.000000 
123.000000 1478511895605.000000 94455605.000000 
124.000000 1478511895609.000000 94455609.000000 
125.000000 1478511895613.000000 94455613.000000 
126.000000 1478511895617.000000 94455617.000000 
127.000000 1478511895621.000000 94455621.000000 
128.000000 1478511895625.000000 94455625.000000 
129.000000 1478511895631.000000 94455631.000000 
130.000000 1478511895635.000000 94455635.000000 
131.000000 1478511895639.000000 94455639.000000 
132.000000 1478511895643.000000 94455643.000000 
133.000000 1478511895648.000000 94455648.000000 
134.000000 1478511895652.000000 94455652.000000 
135.000000 1478511895656.000000 94455656.000000 
136.000000 1478511895660.000000 94455660.000000 
137.000000 1478511895664.000000 94455664.000000 
138.000000 1478511895668.000000 94455668.000000 
139.000000 1478511895673.000000 94455673.000000 
140.000000 1478511895677.000000 94455677.000000 
141.000000 1478511895681.000000 94455681.000000 
142.000000 1478511895685.000000 94455685.000000 
143.000000 1478511895689.000000 94455689.000000 
144.000000 1478511895693.000000 94455693.000000 
145.000000 1478511895697.000000 94455697.000000 
146.000000 1478511895701.000000 94455701.000000 
147.000000 1478511895705.000000 94455705.000000 
148.000000 1478511895709.000000 94455709.000000 
149.000000 1478511895714.000000 94455714.000000 
150.000000 1478511895718.000000 94455718.000000 
151.000000 1478511895722.000000 94455722.000000 
152.000000 1478511895726.000000 94455726.000000 
153.000000 1478511895730.000000 94455730.000000 
154.000000 1478511895734.000000 94455734.000000 
155.000000 1478511895739.000000 94455739.000000 
156.000000 1478511895743.000000 94455743.000000 
157.000000 1478511895747.000000 94455747.000000 
158.000000 1478511895751.000000 94455751.000000 
159.000000 1478511895755.000000 94455755.000000 
160.000000 1478511895759.000000 94455759.000000 
161.000000 1478511895763.000000 94455763.000000 
162.000000 1478511895767.000000 94455767.000000 
163.000000 1478511895771.000000 94455771.000000 
164.000000 1478511895775.000000 94455775.000000 
165.000000 1478511895780.000000 94455780.000000 
166.000000 1478511895784.000000 94455784.000000 
167.000000 1478511895788.000000 94455788.000000 
168.000000 1478511895792.000000 94455792.000000 
169.000000 1478511895796.000000 94455796.000000 
170.000000 1478511895800.000000 94455800.000000 
171.000000 1478511895805.000000 94455805.000000 
172.000000 1478511895809.000000 94455809.000000 
173.000000 1478511895813.000000 94455813.000000 
174.000000 1478511895817.000000 94455817.000000 
175.000000 1478511895821.000000 94455821.000000 
176.000000 1478511895825.000000 94455825.000000 
177.000000 1478511895831.000000 94455831.000000 
178.000000 1478511895835.000000 94455835.000000 
179.000000 1478511895839.000000 94455839.000000 
180.000000 1478511895843.000000 94455843.000000 
181.000000 1478511895848.000000 94455848.000000 
182.000000 1478511895852.000000 94455852.000000 
183.000000 1478511895856.000000 94455856.000000 
184.000000 1478511895860.000000 94455860.000000 
185.000000 1478511895864.000000 94455864.000000 
186.000000 1478511895868.000000 94455868.000000 
187.000000 1478511895873.000000 94455873.000000 
188.000000 1478511895877.000000 94455877.000000 
189.000000 1478511895881.000000 94455881.000000 
190.000000 1478511895885.000000 94455885.000000 
191.000000 1478511895889.000000 94455889.000000 
192.000000 1478511895893.000000 94455893.000000 
193.000000 1478511895897.000000 94455897.000000 
194.000000 1478511895901.000000 94455901.000000 
195.000000 1478511895905.000000 94455905.000000 
196.000000 1478511895909.000000 94455909.000000 
197.000000 1478511895914.000000 94455914.000000 
198.000000 1478511895918.000000 94455918.000000 
199.000000 1478511895922.000000 94455922.000000 
200.000000 1478511895926.000000 94455926.000000 
201.000000 1478511895930.000000 94455930.000000 
202.000000 1478511895934.000000 94455934.000000 
203.000000 1478511895939.000000 94455939.000000 
204.000000 1478511895943.000000 94455943.000000 
205.000000 1478511895947.000000 94455947.000000 
206.000000 1478511895951.000000 94455951.000000 
207.000000 1478511895955.000000 94455955.000000 
208.000000 1478511895959.000000 94455959.000000 
209.000000 1478511895963.000000 94455963.000000 
210.000000 1478511895967.000000 94455967.000000 
211.000000 1478511895971.000000 94455971.000000 
212.000000 1478511895975.000000 94455975.000000 
213.000000 1478511895980.000000 94455980.000000 
214.000000 1478511895984.000000 94455984.000000 
215.000000 1478511895988.000000 94455988.000000 
216.000000 1478511895992.000000 94455992.000000 
217.000000 1478511895996.000000 94455996.000000 
218.000000 1478511896000.000000 94456000.000000 
219.000000 1478511896005.000000 94456005.000000 
220.000000 1478511896009.000000 94456009.000000 
221.000000 1478511896013.000000 94456013.000000 
222.000000 1478511896017.000000 94456017.000000 
223.000000 1478511896021.000000 94456021.000000 
224.000000 1478511896025.000000 94456025.000000 
225.000000 1478511896029.000000 94456029.000000 
226.000000 1478511896033.000000 94456033.000000 
227.000000 1478511896037.000000 94456037.000000 
228.000000 1478511896041.000000 94456041.000000 
229.000000 1478511896046.000000 94456046.000000 
230.000000 1478511896050.000000 94456050.000000 
231.000000 1478511896054.000000 94456054.000000 
232.000000 1478511896058.000000 94456058.000000 
233.000000 1478511896062.000000 94456062.000000 
234.000000 1478511896066.000000 94456066.000000 
235.000000 1478511896071.000000 94456071.000000 
236.000000 1478511896075.000000 94456075.000000 
237.000000 1478511896079.000000 94456079.000000 
238.000000 1478511896083.000000 94456083.000000 
239.000000 1478511896087.000000 94456087.000000 
240.000000 1478511896091.000000 94456091.000000 
241.000000 1478511896097.000000 94456097.000000 
242.000000 1478511896101.000000 94456101.000000 
243.000000 1478511896105.000000 94456105.000000 
244.000000 1478511896109.000000 94456109.000000 
245.000000 1478511896114.000000 94456114.000000 
246.000000 1478511896118.000000 94456118.000000 
247.000000 1478511896122.000000 94456122.000000 
248.000000 1478511896126.000000 94456126.000000 
249.000000 1478511896130.000000 94456130.000000 
250.000000 1478511896134.000000 94456134.000000 
251.000000 1478511896139.000000 94456139.000000 
252.000000 1478511896143.000000 94456143.000000 
253.000000 1478511896147.000000 94456147.000000 
254.000000 1478511896151.000000 94456151.000000 
255.000000 1478511896155.000000 94456155.000000 
256.000000 1478511896159.000000 94456159.000000 
257.000000 1478511896163.000000 94456163.000000 
258.000000 1478511896167.000000 94456167.000000 
259.000000 1478511896171.000000 94456171.000000 
260.000000 1478511896175.000000 94456175.000000 
261.000000 1478511896180.000000 94456180.000000 
262.000000 1478511896184.000000 94456184.000000 
263.000000 1478511896188.000000 94456188.000000 
264.000000 1478511896192.000000 94456192.000000 
265.000000 1478511896196.000000 94456196.000000 
266.000000 1478511896200.000000 94456200.000000 
267.000000 1478511896205.000000 94456205.000000 
268.000000 1478511896209.000000 94456209.000000 
269.000000 1478511896213.000000 94456213.000000 
270.000000 1478511896217.000000 94456217.000000 
271.000000 1478511896221.000000 94456221.000000 
272.000000 1478511896225.000000 94456225.000000 
273.000000 1478511896228.000000 94456228.000000 
274.000000 1478511896232.000000 94456232.000000 
275.000000 1478511896236.000000 94456236.000000 
276.000000 1478511896240.000000 94456240.000000 
277.000000 1478511896245.000000 94456245.000000 
278.000000 1478511896249.000000 94456249.000000 
279.000000 1478511896253.000000 94456253.000000 
280.000000 1478511896257.000000 94456257.000000 
281.000000 1478511896261.000000 94456261.000000 
282.000000 1478511896265.000000 94456265.000000 
283.000000 1478511896270.000000 94456270.000000 
284.000000 1478511896274.000000 94456274.000000 
285.000000 1478511896278.000000 94456278.000000 
286.000000 1478511896282.000000 94456282.000000 
287.000000 1478511896286.000000 94456286.000000 
288.000000 1478511896290.000000 94456290.000000 
289.000000 1478511896297.000000 94456297.000000 
290.000000 1478511896301.000000 94456301.000000 
291.000000 1478511896305.000000 94456305.000000 
292.000000 1478511896309.000000 94456309.000000 
293.000000 1478511896314.000000 94456314.000000 
294.000000 1478511896318.000000 94456318.000000 
295.000000 1478511896322.000000 94456322.000000 
296.000000 1478511896326.000000 94456326.000000 
297.000000 1478511896330.000000 94456330.000000 
298.000000 1478511896334.000000 94456334.000000 
299.000000 1478511896339.000000 94456339.000000 
300.000000 1478511896343.000000 94456343.000000 
301.000000 1478511896347.000000 94456347.000000 
302.000000 1478511896351.000000 94456351.000000 
303.000000 1478511896355.000000 94456355.000000 
304.000000 1478511896359.000000 94456359.000000 
305.000000 1478511896363.000000 94456363.000000 
306.000000 1478511896367.000000 94456367.000000 
307.000000 1478511896371.000000 94456371.000000 
308.000000 1478511896375.000000 94456375.000000 
309.000000 1478511896380.000000 94456380.000000 
310.000000 1478511896384.000000 94456384.000000 
311.000000 1478511896388.000000 94456388.000000 
312.000000 1478511896392.000000 94456392.000000 
313.000000 1478511896396.000000 94456396.000000 
314.000000 1478511896400.000000 94456400.000000 
315.000000 1478511896405.000000 94456405.000000 
316.000000 1478511896409.000000 94456409.000000 
317.000000 1478511896413.000000 94456413.000000 
318.000000 1478511896417.000000 94456417.000000 
319.000000 1478511896421.000000 94456421.000000 
320.000000 1478511896425.000000 94456425.000000 
321.000000 1478511896431.000000 94456431.000000 
322.000000 1478511896435.000000 94456435.000000 
323.000000 1478511896439.000000 94456439.000000 
324.000000 1478511896443.000000 94456443.000000 
325.000000 1478511896448.000000 94456448.000000 
326.000000 1478511896452.000000 94456452.000000 
327.000000 1478511896456.000000 94456456.000000 
328.000000 1478511896460.000000 94456460.000000 
329.000000 1478511896464.000000 94456464.000000 
330.000000 1478511896468.000000 94456468.000000 
331.000000 1478511896473.000000 94456473.000000 
332.000000 1478511896477.000000 94456477.000000 
333.000000 1478511896481.000000 94456481.000000 
334.000000 1478511896485.000000 94456485.000000 
335.000000 1478511896489.000000 94456489.000000 
336.000000 1478511896493.000000 94456493.000000 
337.000000 1478511896497.000000 94456497.000000 
338.000000 1478511896501.000000 94456501.000000 
339.000000 1478511896505.000000 94456505.000000 
340.000000 1478511896509.000000 94456509.000000 
341.000000 1478511896514.000000 94456514.000000 
342.000000 1478511896518.000000 94456518.000000 
343.000000 1478511896522.000000 94456522.000000 
344.000000 1478511896526.000000 94456526.000000 
345.000000 1478511896530.000000 94456530.000000 
346.000000 1478511896534.000000 94456534.000000 
347.000000 1478511896539.000000 94456539.000000 
348.000000 1478511896543.000000 94456543.000000 
349.000000 1478511896547.000000 94456547.000000 
350.000000 1478511896551.000000 94456551.000000 
351.000000 1478511896555.000000 94456555.000000 
352.000000 1478511896559.000000 94456559.000000 
353.000000 1478511896563.000000 94456563.000000 
354.000000 1478511896567.000000 94456567.000000 
355.000000 1478511896571.000000 94456571.000000 
356.000000 1478511896575.000000 94456575.000000 
357.000000 1478511896580.000000 94456580.000000 
358.000000 1478511896584.000000 94456584.000000 
359.000000 1478511896588.000000 94456588.000000 
360.000000 1478511896592.000000 94456592.000000 
361.000000 1478511896596.000000 94456596.000000 
362.000000 1478511896600.000000 94456600.000000 
363.000000 1478511896605.000000 94456605.000000 
364.000000 1478511896609.000000 94456609.000000 
365.000000 1478511896613.000000 94456613.000000 
366.000000 1478511896617.000000 94456617.000000 
367.000000 1478511896621.000000 94456621.000000 
368.000000 1478511896625.000000 94456625.000000 
369.000000 1478511896629.000000 94456629.000000 
370.000000 1478511896633.000000 94456633.000000 
371.000000 1478511896637.000000 94456637.000000 
372.000000 1478511896641.000000 94456641.000000 
373.000000 1478511896646.000000 94456646.000000 
374.000000 1478511896650.000000 94456650.000000 
375.000000 1478511896654.000000 94456654.000000 
376.000000 1478511896658.000000 94456658.000000 
377.000000 1478511896662.000000 94456662.000000 
378.000000 1478511896666.000000 94456666.000000 
379.000000 1478511896671.000000 94456671.000000 
380.000000 1478511896675.000000 94456675.000000 
381.000000 1478511896679.000000 94456679.000000 
382.000000 1478511896683.000000 94456683.000000 
383.000000 1478511896687.000000 94456687.000000 
384.000000 1478511896691.000000 94456691.000000 
385.000000 1478511896697.000000 94456697.000000 
386.000000 1478511896701.000000 94456701.000000 
387.000000 1478511896705.000000 94456705.000000 
388.000000 1478511896709.000000 94456709.000000 
389.000000 1478511896714.000000 94456714.000000 
390.000000 1478511896718.000000 94456718.000000 
391.000000 1478511896722.000000 94456722.000000 
392.000000 1478511896726.000000 94456726.000000 
393.000000 1478511896730.000000 94456730.000000 
394.000000 1478511896734.000000 94456734.000000 
395.000000 1478511896739.000000 94456739.000000 
396.000000 1478511896743.000000 94456743.000000 
397.000000 1478511896747.000000 94456747.000000 
398.000000 1478511896751.000000 94456751.000000 
399.000000 1478511896755.000000 94456755.000000 
400.000000 1478511896759.000000 94456759.000000 
401.000000 1478511896763.000000 94456763.000000 
402.000000 1478511896767.000000 94456767.000000 
403.000000 1478511896771.000000 94456771.000000 
404.000000 1478511896775.000000 94456775.000000 
405.000000 1478511896780.000000 94456780.000000 
406.000000 1478511896784.000000 94456784.000000 
407.000000 1478511896788.000000 94456788.000000 
408.000000 1478511896792.000000 94456792.000000 
409.000000 1478511896796.000000 94456796.000000 
410.000000 1478511896800.000000 94456800.000000 
411.000000 1478511896805.000000 94456805.000000 
412.000000 1478511896809.000000 94456809.000000 
413.000000 1478511896813.000000 94456813.000000 
414.000000 1478511896817.000000 94456817.000000 
415.000000 1478511896821.000000 94456821.000000 
416.000000 1478511896825.000000 94456825.000000 
417.000000 1478511896829.000000 94456829.000000 
418.000000 1478511896833.000000 94456833.000000 
419.000000 1478511896837.000000 94456837.000000 
420.000000 1478511896841.000000 94456841.000000 
421.000000 1478511896846.000000 94456846.000000 
422.000000 1478511896850.000000 94456850.000000 
423.000000 1478511896854.000000 94456854.000000 
424.000000 1478511896858.000000 94456858.000000 
425.000000 1478511896862.000000 94456862.000000 
426.000000 1478511896866.000000 94456866.000000 
427.000000 1478511896871.000000 94456871.000000 
428.000000 1478511896875.000000 94456875.000000 
429.000000 1478511896879.000000 94456879.000000 
430.000000 1478511896883.000000 94456883.000000 
431.000000 1478511896887.000000 94456887.000000 
432.000000 1478511896891.000000 94456891.000000 
433.000000 1478511896897.000000 94456897.000000 
434.000000 1478511896901.000000 94456901.000000 
435.000000 1478511896905.000000 94456905.000000 
436.000000 1478511896909.000000 94456909.000000 
437.000000 1478511896914.000000 94456914.000000 
438.000000 1478511896918.000000 94456918.000000 
439.000000 1478511896922.000000 94456922.000000 
440.000000 1478511896926.000000 94456926.000000 
441.000000 1478511896930.000000 94456930.000000 
442.000000 1478511896934.000000 94456934.000000 
443.000000 1478511896939.000000 94456939.000000 
444.000000 1478511896943.000000 94456943.000000 
445.000000 1478511896947.000000 94456947.000000 
446.000000 1478511896951.000000 94456951.000000 
447.000000 1478511896955.000000 94456955.000000 
448.000000 1478511896959.000000 94456959.000000 
449.000000 1478511896963.000000 94456963.000000 
450.000000 1478511896967.000000 94456967.000000 
451.000000 1478511896971.000000 94456971.000000 
452.000000 1478511896975.000000 94456975.000000 
453.000000 1478511896980.000000 94456980.000000 
454.000000 1478511896984.000000 94456984.000000 
455.000000 1478511896988.000000 94456988.000000 
456.000000 1478511896992.000000 94456992.000000 
457.000000 1478511896996.000000 94456996.000000 
458.000000 1478511897000.000000 94457000.000000 
459.000000 1478511897005.000000 94457005.000000 
460.000000 1478511897009.000000 94457009.000000 
461.000000 1478511897013.000000 94457013.000000 
462.000000 1478511897017.000000 94457017.000000 
463.000000 1478511897021.000000 94457021.000000 
464.000000 1478511897025.000000 94457025.000000 
465.000000 1478511897029.000000 94457029.000000 
466.000000 1478511897033.000000 94457033.000000 
467.000000 1478511897037.000000 94457037.000000 
468.000000 1478511897041.000000 94457041.000000 
469.000000 1478511897046.000000 94457046.000000 
470.000000 1478511897050.000000 94457050.000000 
471.000000 1478511897054.000000 94457054.000000 
472.000000 1478511897058.000000 94457058.000000 
473.000000 1478511897062.000000 94457062.000000 
474.000000 1478511897066.000000 94457066.000000 
475.000000 1478511897071.000000 94457071.000000 
476.000000 1478511897075.000000 94457075.000000 
477.000000 1478511897079.000000 94457079.000000 
478.000000 1478511897083.000000 94457083.000000 
479.000000 1478511897087.000000 94457087.000000 
480.000000 1478511897091.000000 94457091.000000 
481.000000 1478511897097.000000 94457097.000000 
482.000000 1478511897101.000000 94457101.000000 
483.000000 1478511897105.000000 94457105.000000 
484.000000 1478511897109.000000 94457109.000000 
485.000000 1478511897114.000000 94457114.000000 
486.000000 1478511897118.000000 94457118.000000 
487.000000 1478511897122.000000 94457122.000000 
488.000000 1478511897126.000000 94457126.000000 
489.000000 1478511897130.000000 94457130.000000 
490.000000 1478511897134.000000 94457134.000000 
491.000000 1478511897139.000000 94457139.000000 
492.000000 1478511897143.000000 94457143.000000 
493.000000 1478511897147.000000 94457147.000000 
494.000000 1478511897151.000000 94457151.000000 
495.000000 1478511897155.000000 94457155.000000 
496.000000 1478511897159.000000 94457159.000000 
497.000000 1478511897163.000000 94457163.000000 
498.000000 1478511897167.000000 94457167.000000 
499.000000 1478511897171.000000 94457171.000000 
500.000000 1478511897175.000000 94457175.000000 
501.000000 1478511897180.000000 94457180.000000 
502.000000 1478511897184.000000 94457184.000000 
503.000000 1478511897188.000000 94457188.000000 
504.000000 1478511897192.000000 94457192.000000 
505.000000 1478511897196.000000 94457196.000000 
506.000000 1478511897200.000000 94457200.000000 
507.000000 1478511897205.000000 94457205.000000 
508.000000 1478511897209.000000 94457209.000000 
509.000000 1478511897213.000000 94457213.000000 
510.000000 1478511897217.000000 94457217.000000 
511.000000 1478511897221.000000 94457221.000000 
512.000000 1478511897225.000000 94457225.000000 
513.000000 1478511897229.000000 94457229.000000 
514.000000 1478511897233.000000 94457233.000000 
515.000000 1478511897237.000000 94457237.000000 
516.000000 1478511897241.000000 94457241.000000 
517.000000 1478511897246.000000 94457246.000000 
518.000000 1478511897250.000000 94457250.000000 
519.000000 1478511897254.000000 94457254.000000 
520.000000 1478511897258.000000 94457258.000000 
521.000000 1478511897262.000000 94457262.000000 
522.000000 1478511897266.000000 94457266.000000 
523.000000 1478511897271.000000 94457271.000000 
524.000000 1478511897275.000000 94457275.000000 
525.000000 1478511897279.000000 94457279.000000 
526.000000 1478511897283.000000 94457283.000000 
527.000000 1478511897287.000000 94457287.000000 
528.000000 1478511897291.000000 94457291.000000 
529.000000 1478511897297.000000 94457297.000000 
530.000000 1478511897301.000000 94457301.000000 
531.000000 1478511897305.000000 94457305.000000 
532.000000 1478511897309.000000 94457309.000000 
533.000000 1478511897314.000000 94457314.000000 
534.000000 1478511897318.000000 94457318.000000 
535.000000 1478511897322.000000 94457322.000000 
536.000000 1478511897326.000000 94457326.000000 
537.000000 1478511897330.000000 94457330.000000 
538.000000 1478511897334.000000 94457334.000000 
539.000000 1478511897339.000000 94457339.000000 
540.000000 1478511897343.000000 94457343.000000 
541.000000 1478511897347.000000 94457347.000000 
542.000000 1478511897351.000000 94457351.000000 
543.000000 1478511897355.000000 94457355.000000 
544.000000 1478511897359.000000 94457359.000000 
545.000000 1478511897363.000000 94457363.000000 
546.000000 1478511897367.000000 94457367.000000 
547.000000 1478511897371.000000 94457371.000000 
548.000000 1478511897375.000000 94457375.000000 
549.000000 1478511897380.000000 94457380.000000 
550.000000 1478511897384.000000 94457384.000000 
551.000000 1478511897388.000000 94457388.000000 
552.000000 1478511897392.000000 94457392.000000 
553.000000 1478511897396.000000 94457396.000000 
554.000000 1478511897400.000000 94457400.000000 
555.000000 1478511897405.000000 94457405.000000 
556.000000 1478511897409.000000 94457409.000000 
557.000000 1478511897413.000000 94457413.000000 
558.000000 1478511897417.000000 94457417.000000 
559.000000 1478511897421.000000 94457421.000000 
560.000000 1478511897425.000000 94457425.000000 
561.000000 1478511897429.000000 94457429.000000 
562.000000 1478511897433.000000 94457433.000000 
563.000000 1478511897437.000000 94457437.000000 
564.000000 1478511897441.000000 94457441.000000 
565.000000 1478511897446.000000 94457446.000000 
566.000000 1478511897450.000000 94457450.000000 
567.000000 1478511897454.000000 94457454.000000 
568.000000 1478511897458.000000 94457458.000000 
569.000000 1478511897462.000000 94457462.000000 
570.000000 1478511897466.000000 94457466.000000 
571.000000 1478511897471.000000 94457471.000000 
572.000000 1478511897475.000000 94457475.000000 
573.000000 1478511897479.000000 94457479.000000 
574.000000 1478511897483.000000 94457483.000000 
575.000000 1478511897487.000000 94457487.000000 
576.000000 1478511897491.000000 94457491.000000 
577.000000 1478511897497.000000 94457497.000000 
578.000000 1478511897501.000000 94457501.000000 
579.000000 1478511897505.000000 94457505.000000 
580.000000 1478511897509.000000 94457509.000000 
581.000000 1478511897514.000000 94457514.000000 
582.000000 1478511897518.000000 94457518.000000 
583.000000 1478511897522.000000 94457522.000000 
584.000000 1478511897526.000000 94457526.000000 
585.000000 1478511897530.000000 94457530.000000 
586.000000 1478511897534.000000 94457534.000000 
587.000000 1478511897539.000000 94457539.000000 
588.000000 1478511897543.000000 94457543.000000 
589.000000 1478511897547.000000 94457547.000000 
590.000000 1478511897551.000000 94457551.000000 
591.000000 1478511897555.000000 94457555.000000 
592.000000 1478511897559.000000 94457559.000000 
593.000000 1478511897563.000000 94457563.000000 
594.000000 1478511897567.000000 94457567.000000 
595.000000 1478511897571.000000 94457571.000000 
596.000000 1478511897575.000000 94457575.000000 
597.000000 1478511897580.000000 94457580.000000 
598.000000 1478511897584.000000 94457584.000000 
599.000000 1478511897588.000000 94457588.000000 
600.000000 1478511897592.000000 94457592.000000 
601.000000 1478511897596.000000 94457596.000000 
602.000000 1478511897600.000000 94457600.000000 
603.000000 1478511897605.000000 94457605.000000 
604.000000 1478511897609.000000 94457609.000000 
605.000000 1478511897613.000000 94457613.000000 
606.000000 1478511897617.000000 94457617.000000 
607.000000 1478511897621.000000 94457621.000000 
608.000000 1478511897625.000000 94457625.000000 
609.000000 1478511897629.000000 94457629.000000 
610.000000 1478511897633.000000 94457633.000000 
611.000000 1478511897637.000000 94457637.000000 
612.000000 1478511897641.000000 94457641.000000 
613.000000 1478511897646.000000 94457646.000000 
614.000000 1478511897650.000000 94457650.000000 
615.000000 1478511897654.000000 94457654.000000 
616.000000 1478511897658.000000 94457658.000000 
617.000000 1478511897662.000000 94457662.000000 
618.000000 1478511897666.000000 94457666.000000 
619.000000 1478511897671.000000 94457671.000000 
620.000000 1478511897675.000000 94457675.000000 
621.000000 1478511897679.000000 94457679.000000 
622.000000 1478511897683.000000 94457683.000000 
623.000000 1478511897687.000000 94457687.000000 
624.000000 1478511897691.000000 94457691.000000 
625.000000 1478511897697.000000 94457697.000000 
626.000000 1478511897701.000000 94457701.000000 
627.000000 1478511897705.000000 94457705.000000 
628.000000 1478511897709.000000 94457709.000000 
629.000000 1478511897714.000000 94457714.000000 
630.000000 1478511897718.000000 94457718.000000 
631.000000 1478511897722.000000 94457722.000000 
632.000000 1478511897726.000000 94457726.000000 
633.000000 1478511897730.000000 94457730.000000 
634.000000 1478511897734.000000 94457734.000000 
635.000000 1478511897739.000000 94457739.000000 
